PropertyID,Price,LivingArea,Bedrooms,Bathrooms,Fireplaces,Age
4006,90446,1200,3,2,0,10
4237,142420,2016,3,1.5,0,16
4056,52360,1310,4,1.5,0,120
1994,113796,960,3,1,0,40
3399,104267,1056,3,1,0,47
4809,129427,1512,3,2,0,16
3894,151950,1890,3,2.5,0,27
4204,172789,1812,3,2,1,16
2385,135526,1952,4,2.5,1,31
4872,148401,1856,3,1.5,1,37
2390,65615,924,3,1,0,39
3503,283851,2346,4,2.5,0,1
3497,130782,1274,3,1.5,0,14
4970,135526,1420,3,1.5,0,13
2229,184315,2296,4,2.5,0,19
2872,146329,2026,4,2.5,1,1
1918,55851,990,2,1.5,0,75
2217,111809,1711,3,1,0,112
2669,88092,3944,4,1,2,185
4271,26049,1344,3,2,0,13
1536,111702,878,2,1,0,28
1228,232989,2248,4,2.5,1,7
3216,235620,2107,2,1,1,1
3946,119389,1364,2,1.5,1,20
3426,112153,1270,3,1.5,1,18
4279,202527,2120,4,2.5,1,9
2801,150502,1668,3,2,1,18
3203,188497,2110,3,2.5,1,9
3275,129155,1242,2,2,1,3
1270,117287,1040,3,1,0,39
4880,209371,2084,3,2.5,2,5
3973,99903,1360,2,1,0,79
1360,205950,2024,4,2.5,1,10
1117,127055,1019,2,1.5,0,16
3092,311709,3028,5,2.5,1,0
2583,142302,1242,2,2,1,2
1418,177539,1528,3,2.5,0,8
2408,277828,2988,5,2.5,1,9
1099,196512,1428,3,2,1,20
2887,104984,1144,3,1.5,1,44
2225,157411,1666,3,2.5,0,2
3486,202751,2202,4,2.5,1,6
1787,104984,1184,3,2,0,21
2544,155929,2601,4,2.5,1,19
1944,226705,2510,4,2.5,1,1
2924,271339,3056,5,2.5,1,6
4042,126082,1592,3,1.5,1,18
4505,113600,1240,3,2,0,18
3204,104556,1673,2,2,0,18
3836,167145,1852,4,2.5,0,16
4226,106365,1184,3,2,1,20
2030,238951,2641,4,3,1,1
2383,116589,1184,3,2,0,18
4492,170345,1952,4,2,1,33
3522,218517,2038,3,2.5,1,13
4959,97739,1276,2,2,1,26
1967,105035,908,2,1,0,21
3688,233876,2434,4,2.5,1,20
3749,104651,912,2,1.5,1,19
3795,212932,2494,3,2.5,1,13
4255,278906,2960,4,2.5,1,1
4585,160571,1294,3,1.5,1,17
2711,184315,2152,3,2.5,0,8
2669,100967,988,2,1,0,20
3195,220261,2712,4,2.5,0,1
2275,189665,2203,3,2.5,1,1
4215,240590,3001,4,2.5,1,1
1948,169407,2310,4,2.5,1,33
1110,127394,2040,5,2.5,0,127
3915,222576,3144,4,2.5,1,1
2825,200510,1806,4,2,0,40
3416,155787,1540,3,1.5,0,16
2114,186348,2011,4,2.5,1,14
1787,217868,3344,4,3.5,1,1
1615,208635,2714,4,3,0,1
4938,82019,1518,3,1,0,130
1954,183066,1836,3,2.5,0,9
3736,236215,2066,3,2.5,1,2
3059,150849,1423,3,1.5,1,9
2245,178216,1512,3,2,1,12
2058,196846,2144,3,2.5,1,19
4945,135167,1610,3,2,0,17
3050,65550,1196,4,1.5,0,56
2970,143697,1376,3,1.5,1,14
2742,112153,1834,4,2,0,65
1146,163310,1720,3,1.5,0,19
3814,117907,1295,3,1.5,0,125
4582,49211,800,2,1,0,55
2238,187003,1868,3,2.5,1,13
1310,135823,1946,4,1.5,0,18
1540,113514,1142,2,2,1,40
1052,102530,1202,2,1.5,0,18
1783,75975,1300,3,2,1,227
2600,128434,1508,3,1.5,1,19
2297,185487,2271,3,2.5,1,1
2032,126082,1592,3,1.5,1,18
1855,98333,912,2,1.5,0,18
4453,104556,1673,2,2,0,18
2879,157081,2310,4,2.5,1,33
2296,92852,912,2,1.5,0,20
3357,238951,2641,4,3,1,1
1405,242952,1708,2,2,1,14
4243,75399,988,2,1,0,20
1535,220765,2058,3,2.5,1,1
4759,163992,2310,4,2.5,1,33
2538,233876,2434,4,2.5,1,20
4726,160571,1612,3,2,1,15
3111,251699,3081,4,2.5,1,1
3700,102626,1227,3,1,1,115
2708,203478,2762,4,3,1,1
1275,354739,3982,4,4.5,1,6
4984,184654,2212,4,2.5,1,18
1781,125361,1173,3,1,1,16
3303,237062,2604,4,2.5,1,0
2623,155787,1540,3,1.5,0,16
4667,236829,2472,4,3.5,1,0
4655,107743,1184,2,1.5,0,18
2225,210743,2120,3,2.5,0,10
3348,216841,2472,3,2.5,1,0
4849,118517,1592,3,1.5,0,18
3475,116795,1404,3,1.5,1,28
1012,158789,3344,4,2.5,1,0
3183,200126,1690,3,2.5,1,5
3049,178216,1512,3,2,1,12
3596,101375,1820,4,1.5,0,35
2069,103672,1476,3,2,0,6
1233,110234,1652,3,1.5,1,105
2955,206931,2331,4,2.5,1,1
1554,89893,960,2,1,0,48
1595,31113,1540,2,1,0,115
1562,59043,1668,4,1.5,0,115
2675,94064,912,3,1,0,37
1757,50483,743,3,1,0,105
3718,253433,3021,4,2.5,1,21
1771,144335,1274,3,2,1,20
4957,54210,792,2,1,0,55
4825,93895,960,3,1,0,48
3057,130574,1600,3,1,0,57
3564,94486,1150,3,1,0,45
3416,109577,1456,3,1.5,0,155
1863,253973,2464,4,2.5,2,2
3798,326330,1326,3,1,0,52
1203,284154,2808,4,2.5,1,1
3219,115771,1479,3,1.5,0,17
4602,201876,2498,4,2.5,1,38
1019,99491,1064,3,1,0,45
1387,151950,1792,3,2,1,17
3410,278936,3121,4,3,1,0
2207,101230,1032,2,1,1,23
1129,223055,2668,4,2.5,1,0
3115,237716,2996,4,2.5,1,1
1320,180817,1815,3,2.5,1,11
4035,101230,1281,2,1,0,8
2917,181516,2204,4,1.5,1,31
2657,191988,2096,3,3,1,18
3996,183610,2570,5,2.5,1,28
1566,237367,2936,4,2.5,1,6
4732,296708,3210,3,2.5,1,15
1097,272902,3020,4,2.5,1,1
1953,196875,2086,4,2.5,1,17
2956,139627,1980,4,1,0,205
4242,129155,1260,2,1.5,1,27
2712,198969,1938,3,2.5,1,26
2807,205950,2284,4,2.5,1,18
2818,208743,1804,3,2.5,1,4
1383,112400,1375,2,1.5,1,20
2100,174534,2226,4,2.5,1,31
1602,106117,1480,3,1.5,0,21
1316,107743,1228,3,1.5,0,21
2795,154499,1886,3,1.5,1,31
4296,136203,1479,2,1.5,1,20
2074,379472,3440,5,4,1,1
2904,189736,2588,4,2.5,1,31
1068,308253,2880,4,2.5,1,9
3299,134171,2133,4,1.5,1,34
2481,120279,1056,2,1,0,5
3705,112825,1314,2,1.5,1,20
2469,251400,2741,4,2.5,1,2
2511,125361,1326,2,1.5,1,19
2780,94868,1380,4,1,0,105
4816,110182,1480,3,1.5,1,20
2837,180927,2050,4,1.5,0,33
3870,233714,2338,4,2.5,1,16
2417,172795,1910,4,2.5,0,21
4277,150772,1652,3,2,1,20
2564,329328,3542,4,3.5,1,1
1341,88092,929,2,1.5,0,22
1794,187026,1831,3,2,1,19
2786,132138,1468,2,1.5,1,161
1536,163986,2039,4,2.5,1,18
1706,159920,1794,3,2,0,37
1904,150434,1666,4,1.5,0,38
1718,216530,2388,4,2.5,1,20
2224,262461,2505,4,2.5,1,1
3467,206688,2284,4,2.5,1,17
2255,190284,1879,3,2.5,1,5
2150,157476,1664,3,2,1,34
1862,347761,3820,4,4.5,1,18
4062,262461,2809,4,2.5,0,2
2462,194877,2066,4,2.5,1,35
4223,166335,1664,3,2,1,37
3844,193565,2350,3,2.5,1,15
1440,232934,2116,3,2.5,1,20
2522,108593,1480,3,1.5,0,19
4425,124013,1524,3,1.5,0,180
4091,100938,1034,3,1.5,0,15
3436,94064,1480,2,2.5,1,16
1837,109042,880,3,1,0,56
1599,159175,1512,3,2,0,12
3505,94667,912,3,1,0,34
2641,150434,1611,4,2,1,83
2858,149756,1470,3,2.5,1,11
3945,218475,2748,4,2.5,1,0
3228,172795,1512,3,1.5,1,15
3143,158565,1512,3,1.5,0,14
1426,60309,2039,3,1,0,55
3267,98256,1480,2,2.5,1,16
3385,238832,2872,5,3,1,0
3247,140269,1244,2,1.5,1,13
3851,98423,1355,3,1,0,60
4046,131165,1564,3,2,0,13
1159,93174,1022,3,1,0,55
1181,93895,1480,3,1.5,1,17
4893,213249,1904,2,2,2,2
2930,149078,1592,3,1.5,1,9
3624,155855,1332,3,1.5,1,9
4729,101375,960,3,1,0,19
3530,260485,2143,3,2.5,0,6
2678,108958,1514,3,1.5,0,19
3788,228291,1986,3,2.5,1,1
3888,214749,2286,4,2.5,1,11
3329,256417,2752,5,3,1,9
3379,173082,1656,3,2.5,1,18
2267,295426,3370,4,3,1,11
4077,193774,1932,4,2.5,1,4
4649,100003,1184,3,2,0,19
1624,222330,2712,5,3,1,1
3486,197350,2500,4,3.5,1,1
2815,95708,912,2,1.5,0,20
2303,249250,2604,4,2.5,1,1
2172,157055,1836,4,1.5,1,106
2098,102287,882,3,1.5,0,71
4630,178851,2002,4,2.5,1,14
1108,95708,912,2,1.5,0,20
2949,135901,1508,3,1.5,0,21
4611,44873,882,3,1.5,0,71
4278,182056,2396,4,2.5,1,28
3119,205070,2460,4,2.5,1,1
2119,201928,2322,4,2.5,1,22
1161,108785,1480,3,1.5,0,22
3317,270841,2306,3,2.5,1,1
3706,185902,2756,4,2.5,1,33
1508,150581,1664,3,2,1,33
2521,479670,3956,4,2.5,2,15
1654,285769,3125,4,2.5,1,3
3830,247125,2835,4,3,1,1
1398,203240,2464,4,2.5,1,42
2112,207751,2628,3,2.5,2,20
4707,124939,1099,2,1,0,9
2368,80130,1225,3,1,1,48
3475,227314,2764,4,2.5,1,1
4583,199733,840,2,1,0,50
2880,49564,1363,3,2,0,39
2325,106950,1472,3,1,1,28
2549,158338,1836,3,2.5,1,15
1963,169876,1774,3,2.5,1,1
2461,147440,1590,3,2.5,0,3
4749,208339,2109,2,2.5,0,1
3057,148496,1470,3,1.5,0,12
4973,197956,2314,4,2.5,1,1
4268,67951,1040,2,1,0,19
2752,121798,1308,3,1,0,29
2061,242955,1954,2,1.5,1,66
3653,455140,1764,4,2.5,1,86
3540,217314,2498,4,2.5,1,14
1477,141029,1874,3,2.5,1,31
1986,318121,2892,4,3.5,1,1
3240,153850,2400,3,2,0,26
4239,88092,1572,4,1.5,1,50
1913,124939,1678,3,2.5,1,1
3890,107973,1388,3,1,0,60
4327,119875,1512,4,1.5,1,61
1110,66027,1653,3,2,0,79
2304,182649,1758,3,2.5,1,1
3958,206480,2310,3,2.5,0,18
4095,107695,1802,4,2,1,56
1345,236737,3239,4,3.5,2,1
4061,154829,1440,2,2,1,66
2580,179492,2030,3,2.5,1,3
2132,189108,2097,3,2.5,1,10
